symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
YAYO,YAYO#001,manual_verified_historical_identity,"YayYo, Inc.",trading_commencement_or_symbol_lifecycle_lead,2019-10-31,,https://www.sec.gov/Archives/edgar/data/1691077/000149315219016507/forms-1a.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=8
FATP,FATP#001,manual_verified_historical_identity,FAT PROJECTS ACQUISITION CORP,operating_lifecycle_terminal_lead,2023-12-01,,https://www.sec.gov/Archives/edgar/data/1865045/000182912623008221/fatprojects_8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=114; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=3
HVBC,HVBC#008,manual_verified_historical_identity,"HV Bancorp, Inc.",operating_lifecycle_terminal_lead,2023-06-16,,https://www.sec.gov/Archives/edgar/data/1594555/000094337423000251/form8k_061623.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=99; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
IACC,IACC#001,manual_verified_historical_identity,Alpine Acquisition Corp.,operating_lifecycle_terminal_lead,2022-11-30,,https://www.sec.gov/Archives/edgar/data/1853651/000121390022076922/ea169479-8k425_alpineacq.htm,SEC lifecycle last-anchor triage high_confidence_lead score=112; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-13
IMBIL,IMBIL#001,manual_verified_historical_identity,"iMedia Brands, Inc.",operating_lifecycle_terminal_lead,2023-07-10,,https://www.sec.gov/Archives/edgar/data/870826/000110465923076399/tm2320234d1_8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
NRAC,NRAC#001,manual_verified_historical_identity,NORTHERN REVIVAL ACQUISITION Corp,operating_lifecycle_terminal_lead,2024-02-14,,https://www.sec.gov/Archives/edgar/data/1831964/000121390024012118/ea193301-8k_northern.htm,SEC lifecycle last-anchor triage high_confidence_lead score=108; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
OHAI,OHAI#003,manual_verified_historical_identity,OHA Investment Corp,operating_lifecycle_terminal_lead,2019-12-18,,https://www.sec.gov/Archives/edgar/data/1297704/000121390019026599/f8k121819_ohainvestment.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=98; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
RCAC,RCAC#001,manual_verified_historical_identity,Revelstone Capital Acquisition Corp.,operating_lifecycle_terminal_lead,2024-03-04,,https://www.sec.gov/Archives/edgar/data/1874218/000121390024018091/ea0200893-8k_revelstone.htm,SEC lifecycle last-anchor triage high_confidence_lead score=115; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
SMIH,SMIH#001,manual_verified_historical_identity,Summit Healthcare Acquisition Corp.,operating_lifecycle_terminal_lead,2023-03-17,,https://www.sec.gov/Archives/edgar/data/1839185/000110465923033374/tm239524d2_8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=111; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
XYLO,XYLO#001,manual_verified_historical_identity,XYLO TECHNOLOGIES LTD,trading_commencement_or_symbol_lifecycle_lead,2024-04-17,,https://www.sec.gov/Archives/edgar/data/1618500/000121390024034901/ea0203783-20f_xylotech.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=84; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=2
TRIS,TRIS#001,manual_verified_historical_identity,Tristar Acquisition I Corp.,operating_lifecycle_terminal_lead,2024-08-05,,https://www.sec.gov/Archives/edgar/data/1852736/000121390024066694/ea0210891-8k_tristar.htm,SEC lifecycle last-anchor triage high_confidence_lead score=105; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
HPLT,HPLT#001,manual_verified_historical_identity,Home Plate Acquisition Corp,operating_lifecycle_terminal_lead,2023-10-19,,https://www.sec.gov/Archives/edgar/data/1863181/000114036123048824/ny20012803x1_8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=112; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
JAQC,JAQC#001,manual_verified_historical_identity,Jupiter Acquisition Corp,operating_lifecycle_terminal_lead,2023-12-27,,https://www.sec.gov/Archives/edgar/data/1817868/000121390023098839/ea190705-8k_jupiteracq.htm,SEC lifecycle last-anchor triage high_confidence_lead score=107; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
NCAC,NCAC#001,manual_verified_historical_identity,Newcourt Acquisition Corp,operating_lifecycle_terminal_lead,2024-01-26,,https://www.sec.gov/Archives/edgar/data/1849475/000110465924008879/tm244743d1_8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=106; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
TISA,TISA#006,manual_verified_historical_identity,TOP IMAGE SYSTEMS LTD,operating_lifecycle_terminal_lead,2019-05-06,,https://www.sec.gov/Archives/edgar/data/1021991/000117891319001295/zk1923019.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=99; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
ARKZ,ARKZ#001,manual_verified_historical_identity,EA Series Trust,trading_commencement_or_symbol_lifecycle_lead,2023-11-07,,https://www.sec.gov/Archives/edgar/data/1592900/000182912623007203/easeries-arkz_497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=7
KNGS,KNGS#001,manual_verified_historical_identity,Alpha Architect ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2021-01-01,,https://www.sec.gov/Archives/edgar/data/1592900/000182912620000338/alphaarchitect_485apos.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-2
SPCY,SPCY#001,manual_verified_historical_identity,Tidal Trust II,trading_commencement_or_symbol_lifecycle_lead,2025-02-24,,https://www.sec.gov/Archives/edgar/data/1924868/000199937125001873/spcy-497k_022425.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=10
FCRE,FCRE#001,manual_verified_historical_identity,FC Global Realty Inc,trading_commencement_or_symbol_lifecycle_lead,2017-11-01,,https://www.sec.gov/Archives/edgar/data/711665/000161577417006060/s107938_8k.htm,SEC lifecycle first-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
ADOCR,ADOCR#001,manual_verified_historical_identity,Edoc Acquisition Corp.,operating_lifecycle_terminal_lead,2024-03-22,,https://www.sec.gov/Archives/edgar/data/1824884/000149315224011793/form8-k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=115; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
JMAC,JMAC#001,manual_verified_historical_identity,Maxpro Capital Acquisition Corp.,operating_lifecycle_terminal_lead,2023-03-29,,https://www.sec.gov/Archives/edgar/data/1874259/000110465923038774/tm2310655d1_8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=108; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
SHLT,SHLT#001,manual_verified_historical_identity,SHL TELEMEDICINE LTD,trading_commencement_or_symbol_lifecycle_lead,2023-04-03,,https://www.sec.gov/Archives/edgar/data/1166834/000110465923059197/shlt-20221231x20f.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
ARKY,ARKY#001,manual_verified_historical_identity,EA Series Trust,trading_commencement_or_symbol_lifecycle_lead,2023-11-07,,https://www.sec.gov/Archives/edgar/data/1592900/000182912623007204/easeries-arky_497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=8
BRKY,BRKY#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2022-06-01,,https://www.sec.gov/Archives/edgar/data/1424958/000119312522164145/d343988d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
CSCI,CSCI#001,manual_verified_historical_identity,COSCIENS Biopharma Inc.,trading_commencement_or_symbol_lifecycle_lead,2024-08-06,,https://www.sec.gov/Archives/edgar/data/1113423/000149315224044532/ex99-1.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=3
HHHH,HHHH#001,manual_verified_historical_identity,SYNTHESIS ENERGY SYSTEMS INC,operating_lifecycle_terminal_lead,2020-05-14,,https://www.sec.gov/Archives/edgar/data/1375063/000149315220008896/form8-k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=105; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-6
WINR,WINR#001,manual_verified_historical_identity,SMAAASH ENTERTAINMENT INC.,trading_commencement_or_symbol_lifecycle_lead,2019-01-07,,https://www.sec.gov/Archives/edgar/data/1708410/000161577419000419/s115301_8k.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=3
AIBBR,AIBBR#001,manual_verified_historical_identity,AIB Acquisition Corp,operating_lifecycle_terminal_lead,2024-05-09,,https://www.sec.gov/Archives/edgar/data/1882963/000121390024056651/ea0208644-425_psinter.htm,SEC lifecycle last-anchor triage high_confidence_lead score=115; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
ISRL,ISRL#008,manual_verified_historical_identity,ISRAMCO INC,operating_lifecycle_terminal_lead,2019-10-25,,https://www.sec.gov/Archives/edgar/data/719209/000118518519001434/isramco20191023_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
LAAA,LAAA#001,manual_verified_historical_identity,LAAA Merger Corp.,operating_lifecycle_terminal_lead,2022-12-02,,https://www.sec.gov/Archives/edgar/data/1934064/000110465923001937/tm2232598d1_s1.htm,SEC lifecycle last-anchor triage high_confidence_lead score=119; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=4
WSCI,WSCI#009,manual_verified_historical_identity,"WSI INDUSTRIES, INC.",operating_lifecycle_terminal_lead,2018-11-07,,https://www.sec.gov/Archives/edgar/data/104897/000149315218015322/form8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
APED,APED#001,manual_verified_historical_identity,Tidal Trust II,trading_commencement_or_symbol_lifecycle_lead,2025-02-24,,https://www.sec.gov/Archives/edgar/data/1924868/000199937125001869/aped-497k_022425.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=10
CCON,CCON#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2020-08-25,,https://www.sec.gov/Archives/edgar/data/1424958/000119312520228607/d79453d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
HIPR,HIPR#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2020-06-11,,https://www.sec.gov/Archives/edgar/data/1424958/000119312520165825/d932059d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
EFBI,EFBI#002,manual_verified_historical_identity,"Eagle Financial Bancorp, Inc.",operating_lifecycle_terminal_lead,2019-12-20,,https://www.sec.gov/Archives/edgar/data/1699018/000094337419000509/form8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=64; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
PCX,PCX#001,manual_verified_historical_identity,Parsec Capital Acquisitions Corp.,operating_lifecycle_terminal_lead,2022-12-16,,https://www.sec.gov/Archives/edgar/data/1855751/000149315223010010/form8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=80; review_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
BLLD,BLLD#001,manual_verified_historical_identity,J.P. Morgan Exchange-Traded Fund Trust,trading_commencement_or_symbol_lifecycle_lead,2022-08-30,,https://www.sec.gov/Archives/edgar/data/1485894/000119312522234014/d352160d497.htm,SEC lifecycle first-anchor triage manual_review_lead score=60; weak_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=9
NIFE,NIFE#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2020-06-11,,https://www.sec.gov/Archives/edgar/data/1424958/000119312520165827/d926093d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
SOFL,SOFL#001,manual_verified_historical_identity,Tidal Trust III,trading_commencement_or_symbol_lifecycle_lead,2025-06-30,,https://www.sec.gov/Archives/edgar/data/1722388/000199937125008536/sofl-497k_063025.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=2
WWOW,WWOW#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2020-12-17,,https://www.sec.gov/Archives/edgar/data/1424958/000119312520319187/d81379d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
SPAN,SPAN#002,manual_verified_historical_identity,SPAN AMERICA MEDICAL SYSTEMS INC,trading_commencement_or_symbol_lifecycle_lead,2016-12-21,,https://www.sec.gov/Archives/edgar/data/718924/000143774916043736/span20160824_10k.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=13
PPDM,PPDM#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2018-02-15,,https://www.sec.gov/Archives/edgar/data/1424958/000119312518046092/d454197d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
QMJ,QMJ#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2020-02-05,,https://www.sec.gov/Archives/edgar/data/1424958/000119312520024379/d865034d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
BHACR,BHACR#008,manual_verified_historical_identity,BARINGTON/HILCO ACQUISITION CORP.,operating_lifecycle_terminal_lead,2018-10-31,,https://www.sec.gov/Archives/edgar/data/1622175/000121390018014743/f8k103118_baringtonhilco.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=80; review_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
AUGR,AUGR#001,manual_verified_historical_identity,ETF Series Solutions,trading_commencement_or_symbol_lifecycle_lead,2018-07-27,,https://www.sec.gov/Archives/edgar/data/1540305/000089418918005561/ess-defiance_497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=5
BIKR,BIKR#001,manual_verified_historical_identity,ETF Managers Trust,trading_commencement_or_symbol_lifecycle_lead,2018-06-11,,https://www.sec.gov/Archives/edgar/data/1467831/000089418918003316/etfmg-rogrs_497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=10
DYHG,DYHG#001,manual_verified_historical_identity,Direxion Shares ETF Trust,trading_commencement_or_symbol_lifecycle_lead,2020-06-11,,https://www.sec.gov/Archives/edgar/data/1424958/000119312520165826/d923433d497k.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
FLIO,FLIO#003,manual_verified_historical_identity,Franklin Templeton ETF Trust,operating_lifecycle_terminal_lead,2020-03-16,,https://www.sec.gov/Archives/edgar/data/1655589/000137949120000487/filing211465383.htm,SEC lifecycle last-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
HCAPZ,HCAPZ#002,manual_verified_historical_identity,Harvest Capital Credit Corp,trading_commencement_or_symbol_lifecycle_lead,2017-09-30,,https://www.sec.gov/Archives/edgar/data/1559909/000155990917000022/hcap10q9302017q3-17.htm,SEC lifecycle first-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-8
XPM,XPM#001,manual_verified_historical_identity,Tidal Trust II,trading_commencement_or_symbol_lifecycle_lead,2025-10-31,,https://www.sec.gov/Archives/edgar/data/1924868/000199937126000581/defiance_ncsrs-103125.htm,SEC lifecycle first-anchor triage manual_review_lead score=45; weak_form; inside_symbol_era; no_entity_match. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-2
BHAC,BHAC#009,manual_verified_historical_identity,BARINGTON/HILCO ACQUISITION CORP.,operating_lifecycle_terminal_lead,2018-10-31,,https://www.sec.gov/Archives/edgar/data/1622175/000121390018014743/f8k103118_baringtonhilco.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=70; review_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
FLF,FLF#001,manual_verified_historical_identity,"Federal Life Group, Inc.",trading_commencement_or_symbol_lifecycle_lead,2018-12-11,,https://www.sec.gov/Archives/edgar/data/1743886/000156459019010446/flf-10k_20181231.htm,SEC lifecycle first-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=1
UPWD,UPWD#001,manual_verified_historical_identity,J.P. Morgan Exchange-Traded Fund Trust,trading_commencement_or_symbol_lifecycle_lead,2022-08-30,,https://www.sec.gov/Archives/edgar/data/1485894/000119312522234014/d352160d497.htm,SEC lifecycle first-anchor triage manual_review_lead score=60; weak_form; inside_symbol_era; query_alias_in_entity. Lifecycle text evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=9
ABIO,ABIO#001,manual_verified_historical_identity,"Oruka Therapeutics, Inc.",merger_or_acquisition_terminal,2024-09-03,,https://www.sec.gov/Archives/edgar/data/907654/000121390024098530/ea0221362-8k_oruka.htm,workflow=sec_identity_first_v1; identity_cik=907654; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-098530; date_distance=-4
ACCD,ACCD#001,manual_verified_historical_identity,"Accolade, Inc.",delisting_or_registration_termination,2025-04-08,,https://www.sec.gov/Archives/edgar/data/1481646/000114036125012719/ef20047047_8k.htm,workflow=sec_identity_first_v1; identity_cik=1481646; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-012719; date_distance=0
ACST,ACST#006,manual_verified_historical_identity,Acasti Pharma Inc.,operating_lifecycle_terminal,2024-10-28,,https://www.sec.gov/Archives/edgar/data/1444192/000114036124044363/ef20037633_8k.htm,workflow=sec_identity_first_v1; identity_cik=1444192; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-24-044363; date_distance=-3
ADAP,ADAP#001,manual_verified_historical_identity,Adaptimmune Therapeutics PLC,delisting_or_registration_termination,2025-10-16,,https://www.sec.gov/Archives/edgar/data/1621227/000110465925100618/adap-20251015x8k.htm,workflow=sec_identity_first_v1; identity_cik=1621227; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-100618; date_distance=11
